observed_on,updated_at,num_identification_agreements,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,scientific_name,common_name
2/10/2015,2018-12-16 06:29:57 UTC,1,"Eaton Canyon Natural Area, Los Angeles County, US-CA, US",34.18136,-118.096177,,,Quercus agrifolia,coast live oak
2/13/2015,2024-12-27 09:35:45 UTC,2,Eaton Canyon,34.179163,-118.097271,109,109,Quercus agrifolia,coast live oak
2/13/2015,2018-10-27 14:18:26 UTC,1,Eaton Canyon,34.16224,-118.085,1795,1795,Quercus agrifolia,coast live oak
2/10/2015,2020-09-05 05:17:13 UTC,1,"Eaton Canyon Park, Pasadena, CA, US",34.18173833,-118.0963888,,,Quercus agrifolia,coast live oak
1/27/2015,2018-12-16 07:24:50 UTC,1,"Eaton Canyon, Pasadena, CA, USA",34.16224,-118.085,194,194,Quercus agrifolia,coast live oak
3/11/2015,2020-10-19 18:44:45 UTC,1,"Eliot Middle School, Altadena, CA, US",34.183212,-118.129785,,,Quercus agrifolia,coast live oak
3/14/2015,2023-12-31 20:04:59 UTC,1,"Elysian Park, Los Angeles, CA, US",34.086587,-118.24078,5,5,Quercus agrifolia,coast live oak
4/1/2015,2021-01-20 01:39:34 UTC,2,"28920 Oak Creek Ln, Agoura Hills, CA, US",34.148491,-118.756684,10,10,Quercus agrifolia,coast live oak
4/1/2015,2016-10-18 20:03:27 UTC,1,"5349 Argos St, Agoura Hills, CA, US",34.149486,-118.756344,5,5,Quercus agrifolia,coast live oak
2/10/2015,2020-09-05 05:18:00 UTC,1,eaton canyon park ,34.177072,-118.097116,194,194,Quercus agrifolia,coast live oak
2/10/2015,2023-12-31 20:05:10 UTC,1,eaton canyon ,34.174291,-118.093037,274,274,Quercus agrifolia,coast live oak
3/3/2015,2020-09-05 05:18:38 UTC,1,Eaton Canyon,34.181753,-118.096349,27,27,Quercus agrifolia,coast live oak
2/3/2015,2018-12-16 07:25:44 UTC,1,Eaton Canyon,34.179199,-118.096526,109,109,Quercus agrifolia,coast live oak
4/5/2015,2018-01-13 18:48:49 UTC,1,,34.04058489,-118.2831616,6,6,Quercus agrifolia,coast live oak
1/27/2015,2018-12-16 07:25:02 UTC,1,"Eaton Canyon Park, Pasadena, CA, US\",34.177072,-118.097116,194,194,Quercus agrifolia,coast live oak
1/20/2015,2020-09-05 05:19:48 UTC,1,"Eaton Canyon Park, Pasadena, CA, US",34.18132,-118.0957862,,,Quercus agrifolia,coast live oak
4/23/2015,2018-12-16 07:25:34 UTC,1,"Los Angeles County, US-CA, US",34.161511,-118.138652,,,Quercus agrifolia,coast live oak
4/6/2015,2023-12-31 20:05:29 UTC,1,Chantry Flat,34.195408,-118.023969,13,13,Quercus agrifolia,coast live oak
3/3/2015,2020-09-05 05:20:33 UTC,1,Eaton Canyon,34.185252,-118.096976,219,219,Quercus agrifolia,coast live oak
1/20/2015,2020-10-02 05:23:53 UTC,3,eaton canyon nature ,34.177205,-118.097137,,,Quercus agrifolia,coast live oak
3/3/2015,2020-09-05 05:21:05 UTC,1,eaton canyon nature ,34.177489,-118.097105,,,Quercus agrifolia,coast live oak
4/27/2015,2018-01-13 18:53:08 UTC,0,Occidental College,34.126689,-118.210139,4,4,Quercus agrifolia,coast live oak
4/28/2015,2020-09-05 05:21:50 UTC,1,"Eaton Canyon Park, Pasadena, CA, US",34.179945,-118.096789,5,5,Quercus agrifolia,coast live oak
4/28/2015,2020-09-30 17:33:13 UTC,2,"Eaton Canyon Park, Pasadena, CA, US",34.181818,-118.09639,5,5,Quercus agrifolia,coast live oak
4/29/2015,2018-12-16 07:27:11 UTC,1,occidental college,34.127005,-118.211867,4,4,Quercus agrifolia,coast live oak
4/29/2015,2018-12-16 07:27:04 UTC,1,Occidental College,34.125066,-118.210592,8,8,Quercus agrifolia,coast live oak
4/28/2015,2020-09-05 05:24:07 UTC,1,Eaton Canyon Nature Center,34.182402,-118.097063,6,6,Quercus agrifolia,coast live oak
4/10/2015,2022-03-24 09:41:12 UTC,1,Placerita Canyon State Park,34.377374,-118.470125,2963,2963,Quercus agrifolia,coast live oak
5/5/2015,2015-07-24 15:06:49 UTC,2,"Eaton Canyon Park, Pasadena, CA, US",34.17913833,-118.0963888,,,Quercus agrifolia,coast live oak
5/5/2015,2020-09-30 17:32:50 UTC,2,"Eaton Canyon Natural Area, Los Angeles County, US-CA, US",34.17997833,-118.0965362,,,Quercus agrifolia,coast live oak
5/10/2015,2018-10-26 22:59:29 UTC,1,Owen Brown's Grave,34.216297,-118.160727,64,64,Quercus agrifolia,coast live oak
5/21/2015,2015-06-27 01:30:12 UTC,1,"Eaton Canyon Park, Pasadena, CA, US",34.17878007,-118.0967134,10,10,Quercus agrifolia,coast live oak
5/23/2015,2018-10-26 22:56:31 UTC,1,"Eaton Canyon, CA",34.16224,-118.085,,,Quercus agrifolia,coast live oak
5/26/2015,2020-09-05 05:24:38 UTC,1,"伊顿峡谷公园, 帕萨迪纳, CA, US",34.18173,-118.09643,5,5,Quercus agrifolia,coast live oak
5/18/2015,2018-10-29 02:50:16 UTC,1,"Eaton Canyon Natural Area, Los Angeles, California, United States",34.18171944,-118.09645,,,Quercus agrifolia,coast live oak
5/18/2015,2015-06-03 17:20:21 UTC,2,eaton canyon,34.16224,-118.085,1795,1795,Quercus agrifolia,coast live oak
5/31/2015,2015-09-06 04:53:57 UTC,1,Santa Anita Wash,34.19717,-118.021621,109,109,Quercus agrifolia,coast live oak
6/1/2015,2018-10-29 02:50:08 UTC,1,Wildwood Canyon Park,34.205032,-118.294799,126,126,Quercus agrifolia,coast live oak
6/1/2015,2025-01-02 03:11:11 UTC,2,eaton canyon,34.16224,-118.085,1795,1795,Quercus agrifolia,coast live oak
6/1/2015,2018-10-29 02:49:58 UTC,1,Arlington Garden Pasadena,34.128716,-118.155604,62,62,Quercus agrifolia,coast live oak
6/2/2015,2016-04-03 03:20:58 UTC,1,Lower Scholl Canyon Park,34.154223,-118.201282,94,94,Quercus agrifolia,coast live oak
6/2/2015,2018-01-13 18:58:37 UTC,1,Eagle Rock Historical Landmark,34.143752,-118.184266,71,71,Quercus agrifolia,coast live oak
6/2/2015,2020-09-30 17:16:24 UTC,2,"Robert M McCurdy Nature Center, Pasadena, CA, US",34.177466,-118.097353,68,68,Quercus agrifolia,coast live oak
6/4/2015,2017-05-15 01:11:08 UTC,1,Deukmejian Wilderness Park,34.255222,-118.251549,46,46,Quercus agrifolia,coast live oak
6/4/2015,2018-01-13 18:58:51 UTC,1,La Tuna Foot Trail,34.232775,-118.305686,71,71,Quercus agrifolia,coast live oak
6/5/2015,2018-10-29 02:49:21 UTC,1,La Tuna Canyon Trail,34.232535,-118.311094,48,48,Quercus agrifolia,coast live oak
6/5/2015,2015-07-13 01:09:16 UTC,1,Engelhard Canyon Edison Roadd,34.203143,-118.248513,27,27,Quercus agrifolia,coast live oak
6/6/2015,2017-05-15 01:01:38 UTC,1,Peck Rd Park,34.100603,-118.013422,35,35,Quercus agrifolia,coast live oak
6/8/2015,2018-10-29 02:49:10 UTC,1,South Hills Park Glendora,34.124686,-117.855891,27,27,Quercus agrifolia,coast live oak
6/8/2015,2016-04-03 03:15:15 UTC,1,Azusa Wilderness Park,34.164411,-117.88821,13,13,Quercus agrifolia,coast live oak
6/10/2015,2018-12-16 07:26:12 UTC,1,Bailey Canyon Wilderness Park,34.17153,-118.06183,18,18,Quercus agrifolia,coast live oak
6/5/2015,2018-12-16 07:26:10 UTC,1,Eaton Canyon,34.16224,-118.085,1795,1795,Quercus agrifolia,coast live oak
6/12/2015,2018-10-29 02:57:48 UTC,1,San Dimas Canyon,34.128823,-117.793588,62,62,Quercus agrifolia,coast live oak
6/1/2015,2015-06-15 18:37:37 UTC,1,Eaton Canyon,34.16224,-118.085,1795,1795,Quercus agrifolia,coast live oak
6/14/2015,2018-12-16 07:26:07 UTC,1,Garvey Ranch Park,34.053524,-118.115544,17,17,Quercus agrifolia,coast live oak
5/21/2015,2025-01-02 03:10:12 UTC,1,,34.18905333,-118.1030112,,,Quercus agrifolia,coast live oak
5/18/2015,2015-06-17 21:39:03 UTC,1,"Robert M McCurdy Nature Center, Pasadena, CA, US",34.176944,-118.096724,266,266,Quercus agrifolia,coast live oak
6/16/2015,2018-10-26 22:54:56 UTC,1,Fish Canyon Trail Duarte,34.169135,-117.92607,279,279,Quercus agrifolia,coast live oak
5/26/2015,2020-09-05 05:25:10 UTC,1,"Eaton Canyon Park, Pasadena, CA, US",34.18169667,-118.0964362,,,Quercus agrifolia,coast live oak
5/28/2015,2015-08-25 07:58:28 UTC,1,Eaton canyon nature center ,34.191941,-118.105452,13,13,Quercus agrifolia,coast live oak
5/27/2015,2019-12-18 06:07:57 UTC,1,Eaton Canyon Pasadena,34.16224,-118.085,1795,1795,Quercus agrifolia,coast live oak
5/28/2015,2023-12-31 20:05:58 UTC,2,Eaton Canyon Pasadena,34.16224,-118.085,1795,1795,Quercus agrifolia,coast live oak
6/20/2015,2015-06-22 18:08:28 UTC,1,eaton canyon,34.181773,-118.096418,,,Quercus agrifolia,coast live oak
6/20/2015,2021-01-20 01:38:35 UTC,1,Upper Franklin Canyon Reservoir,34.120849,-118.409705,91,91,Quercus agrifolia,coast live oak
6/22/2015,2018-12-16 07:28:46 UTC,1,Cross Town Trail La Canada,34.224702,-118.1971,88,88,Quercus agrifolia,coast live oak
6/2/2015,2020-09-30 12:01:06 UTC,3,"2400–2598 Canyon Vw, Pasadena, CA, US",34.182085,-118.094898,207,207,Quercus agrifolia,coast live oak
6/24/2015,2018-12-16 07:28:50 UTC,1,"Eaton Canyon, CA",34.181529,-118.096347,219,219,Quercus agrifolia,coast live oak
6/25/2015,2020-08-22 21:07:49 UTC,2,"Eaton Canyon Natural Area, Los Angeles County, US-CA, US",34.179505,-118.0970167,,,Quercus agrifolia,coast live oak
6/1/2015,2018-10-26 22:51:34 UTC,1,eaton canyon,34.16224,-118.085,879,879,Quercus agrifolia,coast live oak
5/25/2015,2021-01-20 17:27:21 UTC,1,"Orcutt Ranch Horticultural Center Park, 23600 Roscoe Blvd, Canoga Park, Los Angeles, CA",34.21726989,-118.6396408,,,Quercus agrifolia,coast live oak
5/19/2015,2024-12-27 09:36:53 UTC,1,"Eaton Canyon, CA",34.195746,-118.101604,,,Quercus agrifolia,coast live oak
6/1/2015,2018-10-26 22:51:24 UTC,1,eaton canyon,34.16224,-118.085,1795,1795,Quercus agrifolia,coast live oak
5/8/2015,2015-07-02 02:41:18 UTC,1,eathon canyon,34.174291,-118.093037,274,274,Quercus agrifolia,coast live oak
6/27/2015,2018-10-26 22:50:24 UTC,1,Gabrieleno Trail,34.194572,-118.167906,23,23,Quercus agrifolia,coast live oak
6/27/2015,2018-10-26 22:49:23 UTC,1,Gould Mesa Trail Camp,34.221865,-118.177404,154,154,Quercus agrifolia,coast live oak
6/28/2015,2018-12-16 07:28:54 UTC,1,Hahamongna Watershed Park,34.186922,-118.177554,162,162,Quercus agrifolia,coast live oak
6/17/2015,2018-10-26 22:48:28 UTC,2,"Sycamore Canyon Park, Diamond Bar, Los Angeles County, California",34.009267,-117.814474,214,214,Quercus agrifolia,coast live oak
6/19/2015,2017-05-04 01:38:42 UTC,1,"Summitridge Park, Diamond Bar, Los Angeles County, California",33.999372,-117.799839,470,470,Quercus agrifolia,coast live oak
7/2/2015,2015-11-17 05:39:28 UTC,1,El Prieto Canyon Trail,34.214643,-118.164551,190,190,Quercus agrifolia,coast live oak
7/7/2015,2019-12-18 06:07:49 UTC,1,Ascot Hills Park,34.070798,-118.188668,12,12,Quercus agrifolia,coast live oak
7/10/2015,2018-10-29 02:54:21 UTC,1,"Walnut Creek Park, San Dimas",34.090977,-117.833551,66,66,Quercus agrifolia,coast live oak
7/11/2015,2018-01-13 19:04:56 UTC,1,Griffith Park Boys Camp,34.13802917,-118.2970666,8,8,Quercus agrifolia,coast live oak
7/11/2015,2018-01-13 19:05:05 UTC,1,"Griffith Park, Los Angeles, CA, US",34.141369,-118.295365,5,5,Quercus agrifolia,coast live oak
7/13/2015,2025-01-02 03:09:48 UTC,1,"Crenshaw Blvd, Rancho Palos Verdes, CA, US",33.755155,-118.36029,5,5,Quercus agrifolia,coast live oak
7/13/2015,2018-10-29 03:06:13 UTC,1,"Los Angeles County, US-CA, US",34.01927964,-117.900641,6,6,Quercus agrifolia,coast live oak
7/14/2015,2018-10-29 03:06:07 UTC,1,"Los Angeles County, US-CA, US",34.20573576,-118.1285616,6,6,Quercus agrifolia,coast live oak
7/15/2015,2018-10-29 03:05:54 UTC,1,"Los Angeles County, US-CA, US",34.11270258,-118.1723877,6,6,Quercus agrifolia,coast live oak
7/20/2015,2018-10-29 03:02:28 UTC,1,"Los Angeles County, US-CA, US",34.16814669,-117.9934194,32,32,Quercus agrifolia,coast live oak
7/20/2015,2016-03-09 22:16:55 UTC,1,,34.175279,-117.9845873,8,8,Quercus agrifolia,coast live oak
7/21/2015,2016-03-09 22:19:53 UTC,1,,34.13601554,-118.1664635,8,8,Quercus agrifolia,coast live oak
7/23/2015,2022-09-27 15:44:17 UTC,1,"Triunfo Creek Park, California",34.129888,-118.824429,11,11,Quercus agrifolia,coast live oak
7/26/2015,2018-10-29 12:57:15 UTC,1,"Los Angeles County, US-CA, US",34.19732284,-118.2046885,4,4,Quercus agrifolia,coast live oak
7/26/2015,2019-02-15 04:07:42 UTC,2,"Los Angeles, California, United States",34.204115,-118.1310031,,,Quercus agrifolia,coast live oak
7/29/2015,2018-10-29 12:55:21 UTC,1,"Sycamore Canyon Open Space, Los Angeles County, US-CA, US",34.0035641,-118.053318,6,6,Quercus agrifolia,coast live oak
7/30/2015,2018-10-29 12:54:15 UTC,1,"Los Angeles County, US-CA, US",33.98929131,-118.0223953,6,6,Quercus agrifolia,coast live oak
8/1/2015,2016-03-09 22:33:00 UTC,1,Chantry Flat Rd,34.190953,-118.021274,151,151,Quercus agrifolia,coast live oak
8/4/2015,2022-05-01 05:00:18 UTC,1,"Triunfo Creek Park, California",34.13144,-118.82165,5,5,Quercus agrifolia,coast live oak
8/6/2015,2018-10-29 13:03:34 UTC,1,"Los Angeles County, US-CA, US",34.25084445,-118.2509178,6,6,Quercus agrifolia,coast live oak
8/6/2015,2022-09-19 15:31:06 UTC,2,"Los Angeles County, US-CA, US",34.25557295,-118.2446158,6,6,Quercus agrifolia,coast live oak
8/11/2015,2019-12-08 07:12:39 UTC,1,"Los Angeles County, US-CA, US",34.17602906,-118.0460267,8,8,Quercus agrifolia,coast live oak
8/21/2015,2016-01-16 22:22:41 UTC,1,,34.03289828,-118.0427394,6,6,Quercus agrifolia,coast live oak
8/23/2015,2016-01-16 22:15:58 UTC,1,,34.00613356,-117.9954696,6,6,Quercus agrifolia,coast live oak
8/23/2015,2022-10-25 18:06:56 UTC,3,"Hacienda Hills Open Space, Los Angeles County, US-CA, US",34.00392918,-117.9988581,16,16,Quercus agrifolia,coast live oak
8/30/2015,2016-10-18 19:17:54 UTC,1,"Rocky Oaks, Agoura Hills, CA, US",34.09947,-118.814043,6,6,Quercus agrifolia,coast live oak
8/30/2015,2016-03-09 22:55:28 UTC,1,,34.26617695,-118.1441996,12,12,Quercus agrifolia,coast live oak
9/8/2015,2020-10-02 21:42:54 UTC,3,"Eaton Canyon Park, Pasadena, CA, US",34.179065,-118.096988,5,5,Quercus agrifolia,coast live oak
9/11/2015,2022-09-19 15:31:11 UTC,2,"Diamond Crest Ln, Diamond Bar, CA, US",33.99036667,-117.8470917,,,Quercus agrifolia,coast live oak
9/14/2015,2023-12-31 20:06:34 UTC,2,"21001–21099 Quail Run Dr, Diamond Bar, CA, US",33.98241167,-117.844375,,,Quercus agrifolia,coast live oak
9/20/2015,2015-09-23 02:45:37 UTC,1,,34.26446331,-118.191027,16,16,Quercus agrifolia,coast live oak
9/8/2015,2015-09-22 05:42:02 UTC,1,Eaton canyon,34.16224,-118.085,1795,1795,Quercus agrifolia,coast live oak
9/15/2015,2015-09-22 05:21:24 UTC,1,eaton canyon,34.16224,-118.085,1795,1795,Quercus agrifolia,coast live oak
9/21/2015,2016-01-16 22:13:02 UTC,1,,34.15136387,-117.7452285,6,6,Quercus agrifolia,coast live oak
9/21/2015,2023-10-17 16:36:15 UTC,3,"Los Angeles County, US-CA, US",34.12660055,-117.8028524,8,8,Quercus agrifolia,coast live oak
9/25/2015,2018-10-26 13:01:11 UTC,1,"University of Southern California, Los Angeles, CA, US",34.018727,-118.28796,30,30,Quercus agrifolia,coast live oak
9/25/2015,2025-01-02 03:09:39 UTC,1,"University of Southern California, Los Angeles, CA, US",34.020869,-118.286013,76,76,Quercus agrifolia,coast live oak
9/29/2015,2021-01-20 01:37:06 UTC,1,"Cheeseboro Canyon, CA",34.153533,-118.73078,19,19,Quercus agrifolia,coast live oak
7/31/2015,2022-03-26 20:35:18 UTC,1,"1455–1621 S El Molino Ave, Pasadena, CA, US",34.120336,-118.137549,10,10,Quercus agrifolia,coast live oak
10/17/2015,2018-10-26 12:53:27 UTC,2,Peck Road Water Conservation Park,34.099797,-118.010843,194,194,Quercus agrifolia,coast live oak
10/23/2015,2016-02-26 01:19:54 UTC,1,eaton canyon,34.188278,-118.102311,13,13,Quercus agrifolia,coast live oak
10/29/2015,2018-01-13 19:22:55 UTC,2,"Griffith Park, Los Angeles County, US-CA, US",34.139172,-118.282775,,,Quercus agrifolia,coast live oak
10/29/2015,2024-12-27 09:36:17 UTC,2,,34.134506,-118.281539,,,Quercus agrifolia,coast live oak
10/6/2015,2025-01-02 03:10:32 UTC,1,,34.182429,-118.096059,37,37,Quercus agrifolia,coast live oak
10/29/2015,2022-09-19 15:31:51 UTC,2,Pasadena grant park ,34.142072,-118.125252,194,194,Quercus agrifolia,coast live oak
10/28/2015,2022-09-19 15:31:53 UTC,2,Pasadena grant park ,34.15046667,-118.1638028,,,Quercus agrifolia,coast live oak
9/22/2015,2020-09-05 05:25:43 UTC,1,Eaton Canyon ,34.1824,-118.0971611,,,Quercus agrifolia,coast live oak
11/5/2015,2018-01-13 19:24:33 UTC,1,"Griffith Park, Los Angeles, CA, US",34.146273,-118.295741,1595,1595,Quercus agrifolia,coast live oak
11/7/2015,2018-05-23 12:39:14 UTC,2,"Santa Monica Mountains National Recreation Area, Calabasas, CA, US",34.093768,-118.656983,10,10,Quercus agrifolia,coast live oak
11/7/2015,2021-01-20 01:36:55 UTC,1,"Santa Monica Mountains National Recreation Area, Los Angeles County, US-CA, US",34.09921383,-118.6604367,,,Quercus agrifolia,coast live oak
11/7/2015,2024-12-26 14:31:46 UTC,1,"Santa Monica Mountains National Recreation Area, Calabasas, CA, US",34.093596,-118.656366,5,5,Quercus agrifolia,coast live oak
9/22/2015,2020-10-02 17:13:01 UTC,2,"Eaton Canyon Natural Area, Los Angeles, California, United States",34.18338,-118.097452,6,6,Quercus agrifolia,coast live oak
11/7/2015,2021-01-20 01:36:32 UTC,1,"Stunt Ranch, Santa Monica Mountains National Recreation Area, Los Angeles County, UCNRS, US-CA, US",34.09375189,-118.6569076,12,12,Quercus agrifolia,coast live oak
6/11/2009,2025-01-02 03:10:15 UTC,1,Santa Monica Mountains,34.096733,-118.812459,,,Quercus agrifolia,coast live oak
6/11/2009,2025-01-02 03:10:28 UTC,1,Santa Monica Mountains,34.096963,-118.815428,,,Quercus agrifolia,coast live oak
9/29/2015,2024-03-28 17:26:17 UTC,2,"Eaton Canyon Natural Area, Los Angeles County, US-CA, US",34.179853,-118.096699,9,9,Quercus agrifolia,coast live oak
9/29/2015,2020-08-22 05:58:43 UTC,1,"Eaton Canyon Park, Pasadena, CA, US",34.182383,-118.096772,500,500,Quercus agrifolia,coast live oak
9/22/2015,2020-09-10 02:12:16 UTC,1,eaton canyon,34.187267,-118.100038,13,13,Quercus agrifolia,coast live oak
9/29/2015,2020-11-24 05:43:42 UTC,1,"Los Angeles County, US-CA, US",34.18797778,-118.1022556,,,Quercus agrifolia,coast live oak
11/8/2015,2019-02-05 02:49:13 UTC,2,"Peter F. Schabarum Regional County Park, Los Angeles, California, United States",33.98032139,-117.9353264,,,Quercus agrifolia,coast live oak
11/8/2015,2021-06-20 22:18:08 UTC,1,"Marsh Park Los Angeles River, California",34.07365304,-118.1656823,9,9,Quercus agrifolia,coast live oak
6/8/2009,2025-01-02 03:12:05 UTC,1,Santa Monica Mountains,34.085152,-118.860881,,,Quercus agrifolia,coast live oak
9/15/2015,2020-09-11 07:32:58 UTC,1,Pasadena Eaton Canyon,34.18133889,-118.0957944,,,Quercus agrifolia,coast live oak
11/15/2015,2019-05-11 00:51:10 UTC,2,"Los Angeles, California, United States",33.97320136,-117.9537414,,,Quercus agrifolia,coast live oak
11/14/2015,2020-03-27 20:23:06 UTC,1,,34.17957,-117.975249,10,10,Quercus agrifolia,coast live oak
11/16/2015,2017-04-15 04:20:02 UTC,1,,33.957032,-117.861375,17,17,Quercus agrifolia,coast live oak
11/18/2015,2016-02-26 01:03:43 UTC,1,"Los Angeles, California, United States",33.98931306,-117.9917431,,,Quercus agrifolia,coast live oak
11/17/2015,2016-03-26 19:11:33 UTC,1,big tujunga,34.29743,-118.268509,438,438,Quercus agrifolia,coast live oak
5/28/2009,2021-01-20 01:34:26 UTC,1,Santa Monica Mountains,34.098241,-118.811695,,,Quercus agrifolia,coast live oak
11/22/2015,2021-01-20 01:34:15 UTC,1,"Lookout Trail, Malibu Creek SP, CA",34.10303487,-118.7330824,5,5,Quercus agrifolia,coast live oak
11/22/2015,2021-01-20 01:34:05 UTC,1,"Lookout Trail, Malibu Creek SP, CA",34.09946451,-118.7309766,5,5,Quercus agrifolia,coast live oak
11/22/2015,2021-01-20 01:33:56 UTC,1,"Malibu Creek State Park, Agoura Hills, CA, US",34.10104928,-118.7354228,5,5,Quercus agrifolia,coast live oak
11/22/2015,2021-01-20 01:33:47 UTC,1,"Malibu Creek State Park, Agoura Hills, CA, US",34.10248275,-118.7370882,5,5,Quercus agrifolia,coast live oak
11/24/2015,2018-10-29 23:00:08 UTC,2,"20408 Leap Ct, Walnut, CA, US",33.976095,-117.857605,,,Quercus agrifolia,coast live oak
5/28/2009,2021-01-20 01:33:33 UTC,1,Santa Monica Mountains,34.097966,-118.816989,,,Quercus agrifolia,coast live oak
5/28/2009,2016-02-26 01:09:08 UTC,0,Santa Monica Mountains,34.098847,-118.819178,,,Quercus agrifolia,coast live oak
11/29/2015,2016-02-26 01:12:25 UTC,1,"Los Angeles, California, United States",33.97280139,-117.951993,,,Quercus agrifolia,coast live oak
9/29/2015,2023-12-31 20:09:19 UTC,1,eaton canyon,34.16224,-118.085,1795,1795,Quercus agrifolia,coast live oak
9/22/2015,2023-12-31 20:09:33 UTC,1,"eaton canyon, altadena, ca",34.169173,-118.090625,1795,1795,Quercus agrifolia,coast live oak
9/22/2015,2024-03-28 17:26:18 UTC,2,"Eaton Canyon Natural Area, Los Angeles County, US-CA, US",34.18154444,-118.0961389,,,Quercus agrifolia,coast live oak
12/1/2015,2022-09-19 16:38:05 UTC,2,"Los Angeles, California, United States",33.96949803,-117.8651964,,,Quercus agrifolia,coast live oak
10/20/2015,2024-12-27 09:36:13 UTC,1,chantry flat,34.196228,-118.023271,1794,1794,Quercus agrifolia,coast live oak
9/8/2015,2023-12-31 20:09:43 UTC,1,eaton canyon,34.162241,-118.085005,1795,1795,Quercus agrifolia,coast live oak
9/8/2015,2020-09-11 07:35:06 UTC,1,"Eaton Canyon Natural Area, Los Angeles County, US-CA, US",34.18428056,-118.0983583,,,Quercus agrifolia,coast live oak
